from_type,from_id,to_type,to_id,rel_type,hours_between
Workout,HighIntensityIntervalTraining_2025-07-05T17:17:00+01:00,SleepSession,2025-07-05,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-07-07T07:10:00+01:00,SleepSession,2025-07-07,FOLLOWED_BY,
Workout,Yoga_2025-07-08T18:30:00+01:00,SleepSession,2025-07-08,FOLLOWED_BY,
Workout,Yoga_2025-07-09T07:15:00+01:00,SleepSession,2025-07-09,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-07-10T07:13:00+01:00,SleepSession,2025-07-10,FOLLOWED_BY,
Workout,Running_2025-07-11T07:17:00+01:00,SleepSession,2025-07-11,FOLLOWED_BY,
Workout,Cycling_2025-07-12T08:23:00+01:00,SleepSession,2025-07-12,FOLLOWED_BY,
Workout,Yoga_2025-07-14T07:15:00+01:00,SleepSession,2025-07-14,FOLLOWED_BY,
Workout,Yoga_2025-07-15T07:20:00+01:00,SleepSession,2025-07-15,FOLLOWED_BY,
Workout,Yoga_2025-07-16T06:29:00+01:00,SleepSession,2025-07-16,FOLLOWED_BY,
Workout,Cycling_2025-07-17T17:27:00+01:00,SleepSession,2025-07-17,FOLLOWED_BY,
Workout,Running_2025-07-18T08:05:00+01:00,SleepSession,2025-07-18,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-07-21T17:20:00+01:00,SleepSession,2025-07-21,FOLLOWED_BY,
Workout,Cycling_2025-07-22T07:17:00+01:00,SleepSession,2025-07-22,FOLLOWED_BY,
Workout,Running_2025-07-23T06:21:00+01:00,SleepSession,2025-07-23,FOLLOWED_BY,
Workout,Running_2025-07-24T07:23:00+01:00,SleepSession,2025-07-24,FOLLOWED_BY,
Workout,Cycling_2025-07-26T08:27:00+01:00,SleepSession,2025-07-26,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-07-28T07:28:00+01:00,SleepSession,2025-07-28,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-07-29T08:05:00+01:00,SleepSession,2025-07-29,FOLLOWED_BY,
Workout,Yoga_2025-07-30T17:18:00+01:00,SleepSession,2025-07-30,FOLLOWED_BY,
Workout,Running_2025-07-31T07:03:00+01:00,SleepSession,2025-07-31,FOLLOWED_BY,
Workout,Yoga_2025-08-01T07:04:00+01:00,SleepSession,2025-08-01,FOLLOWED_BY,
Workout,Running_2025-08-02T18:15:00+01:00,SleepSession,2025-08-02,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-08-04T07:25:00+01:00,SleepSession,2025-08-04,FOLLOWED_BY,
Workout,Cycling_2025-08-05T17:30:00+01:00,SleepSession,2025-08-05,FOLLOWED_BY,
Workout,Cycling_2025-08-09T17:17:00+01:00,SleepSession,2025-08-09,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-08-12T17:08:00+01:00,SleepSession,2025-08-12,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-08-13T07:15:00+01:00,SleepSession,2025-08-13,FOLLOWED_BY,
Workout,Cycling_2025-08-14T06:12:00+01:00,SleepSession,2025-08-14,FOLLOWED_BY,
Workout,Yoga_2025-08-15T08:24:00+01:00,SleepSession,2025-08-15,FOLLOWED_BY,
Workout,Cycling_2025-08-18T08:03:00+01:00,SleepSession,2025-08-18,FOLLOWED_BY,
Workout,Running_2025-08-19T18:17:00+01:00,SleepSession,2025-08-19,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-08-21T07:00:00+01:00,SleepSession,2025-08-21,FOLLOWED_BY,
Workout,Cycling_2025-08-22T06:06:00+01:00,SleepSession,2025-08-22,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-08-23T08:22:00+01:00,SleepSession,2025-08-23,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-08-25T08:15:00+01:00,SleepSession,2025-08-25,FOLLOWED_BY,
Workout,Yoga_2025-08-27T18:10:00+01:00,SleepSession,2025-08-27,FOLLOWED_BY,
Workout,Running_2025-08-28T17:20:00+01:00,SleepSession,2025-08-28,FOLLOWED_BY,
Workout,Cycling_2025-08-29T06:11:00+01:00,SleepSession,2025-08-29,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-08-30T18:22:00+01:00,SleepSession,2025-08-30,FOLLOWED_BY,
Workout,Running_2025-09-01T06:25:00+01:00,SleepSession,2025-09-01,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-09-03T17:24:00+01:00,SleepSession,2025-09-03,FOLLOWED_BY,
Workout,Running_2025-09-04T17:30:00+01:00,SleepSession,2025-09-04,FOLLOWED_BY,
Workout,Cycling_2025-09-05T08:02:00+01:00,SleepSession,2025-09-05,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-09-08T06:22:00+01:00,SleepSession,2025-09-08,FOLLOWED_BY,
Workout,Running_2025-09-09T17:22:00+01:00,SleepSession,2025-09-09,FOLLOWED_BY,
Workout,Running_2025-09-11T07:27:00+01:00,SleepSession,2025-09-11,FOLLOWED_BY,
Workout,Running_2025-09-12T17:15:00+01:00,SleepSession,2025-09-12,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-09-13T18:30:00+01:00,SleepSession,2025-09-13,FOLLOWED_BY,
Workout,Yoga_2025-09-15T18:29:00+01:00,SleepSession,2025-09-15,FOLLOWED_BY,
Workout,Running_2025-09-16T17:12:00+01:00,SleepSession,2025-09-16,FOLLOWED_BY,
Workout,Yoga_2025-09-17T08:23:00+01:00,SleepSession,2025-09-17,FOLLOWED_BY,
Workout,Running_2025-09-19T18:20:00+01:00,SleepSession,2025-09-19,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-09-22T06:06:00+01:00,SleepSession,2025-09-22,FOLLOWED_BY,
Workout,Yoga_2025-09-24T07:16:00+01:00,SleepSession,2025-09-24,FOLLOWED_BY,
Workout,Yoga_2025-09-25T08:18:00+01:00,SleepSession,2025-09-25,FOLLOWED_BY,
Workout,Running_2025-09-26T18:23:00+01:00,SleepSession,2025-09-26,FOLLOWED_BY,
Workout,Cycling_2025-09-27T18:04:00+01:00,SleepSession,2025-09-27,FOLLOWED_BY,
Workout,Yoga_2025-10-01T07:13:00+01:00,SleepSession,2025-10-01,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-10-02T08:30:00+01:00,SleepSession,2025-10-02,FOLLOWED_BY,
Workout,Cycling_2025-10-03T07:00:00+01:00,SleepSession,2025-10-03,FOLLOWED_BY,
Workout,Yoga_2025-10-04T06:25:00+01:00,SleepSession,2025-10-04,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-10-06T17:10:00+01:00,SleepSession,2025-10-06,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-10-07T07:05:00+01:00,SleepSession,2025-10-07,FOLLOWED_BY,
Workout,Yoga_2025-10-08T07:29:00+01:00,SleepSession,2025-10-08,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-10-09T06:14:00+01:00,SleepSession,2025-10-09,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-10-10T08:25:00+01:00,SleepSession,2025-10-10,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-10-11T08:04:00+01:00,SleepSession,2025-10-11,FOLLOWED_BY,
Workout,Running_2025-10-13T08:19:00+01:00,SleepSession,2025-10-13,FOLLOWED_BY,
Workout,Cycling_2025-10-15T07:23:00+01:00,SleepSession,2025-10-15,FOLLOWED_BY,
Workout,Yoga_2025-10-16T17:30:00+01:00,SleepSession,2025-10-16,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-10-17T07:22:00+01:00,SleepSession,2025-10-17,FOLLOWED_BY,
Workout,Cycling_2025-10-18T17:17:00+01:00,SleepSession,2025-10-18,FOLLOWED_BY,
Workout,Cycling_2025-10-20T17:13:00+01:00,SleepSession,2025-10-20,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-10-21T17:28:00+01:00,SleepSession,2025-10-21,FOLLOWED_BY,
Workout,Yoga_2025-10-22T06:13:00+01:00,SleepSession,2025-10-22,FOLLOWED_BY,
Workout,Running_2025-10-25T08:04:00+01:00,SleepSession,2025-10-25,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-10-29T17:12:00+01:00,SleepSession,2025-10-29,FOLLOWED_BY,
Workout,Running_2025-10-30T07:26:00+01:00,SleepSession,2025-10-30,FOLLOWED_BY,
Workout,Running_2025-10-31T17:04:00+01:00,SleepSession,2025-10-31,FOLLOWED_BY,
Workout,Cycling_2025-11-01T08:04:00+01:00,SleepSession,2025-11-01,FOLLOWED_BY,
Workout,Yoga_2025-11-03T06:09:00+01:00,SleepSession,2025-11-03,FOLLOWED_BY,
Workout,Running_2025-11-04T07:24:00+01:00,SleepSession,2025-11-04,FOLLOWED_BY,
Workout,Yoga_2025-11-07T07:15:00+01:00,SleepSession,2025-11-07,FOLLOWED_BY,
Workout,Yoga_2025-11-10T18:02:00+01:00,SleepSession,2025-11-10,FOLLOWED_BY,
Workout,Running_2025-11-11T18:24:00+01:00,SleepSession,2025-11-11,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-11-12T06:22:00+01:00,SleepSession,2025-11-12,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-11-13T06:01:00+01:00,SleepSession,2025-11-13,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-11-15T08:01:00+01:00,SleepSession,2025-11-15,FOLLOWED_BY,
Workout,Yoga_2025-11-17T18:11:00+01:00,SleepSession,2025-11-17,FOLLOWED_BY,
Workout,Yoga_2025-11-19T08:23:00+01:00,SleepSession,2025-11-19,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-11-24T07:30:00+01:00,SleepSession,2025-11-24,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-11-26T17:26:00+01:00,SleepSession,2025-11-26,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-11-28T06:30:00+01:00,SleepSession,2025-11-28,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-12-02T08:19:00+01:00,SleepSession,2025-12-02,FOLLOWED_BY,
Workout,Cycling_2025-12-03T06:25:00+01:00,SleepSession,2025-12-03,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-12-05T18:17:00+01:00,SleepSession,2025-12-05,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-12-06T06:26:00+01:00,SleepSession,2025-12-06,FOLLOWED_BY,
Workout,Yoga_2025-12-08T17:04:00+01:00,SleepSession,2025-12-08,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2025-12-09T07:09:00+01:00,SleepSession,2025-12-09,FOLLOWED_BY,
Workout,Yoga_2025-12-11T06:00:00+01:00,SleepSession,2025-12-11,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-12-13T08:23:00+01:00,SleepSession,2025-12-13,FOLLOWED_BY,
Workout,Cycling_2025-12-15T06:16:00+01:00,SleepSession,2025-12-15,FOLLOWED_BY,
Workout,Running_2025-12-17T08:19:00+01:00,SleepSession,2025-12-17,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-12-18T17:05:00+01:00,SleepSession,2025-12-18,FOLLOWED_BY,
Workout,Yoga_2025-12-19T18:12:00+01:00,SleepSession,2025-12-19,FOLLOWED_BY,
Workout,Running_2025-12-20T17:02:00+01:00,SleepSession,2025-12-20,FOLLOWED_BY,
Workout,Running_2025-12-22T18:09:00+01:00,SleepSession,2025-12-22,FOLLOWED_BY,
Workout,Cycling_2025-12-23T08:05:00+01:00,SleepSession,2025-12-23,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2025-12-29T18:16:00+01:00,SleepSession,2025-12-29,FOLLOWED_BY,
Workout,Running_2025-12-30T18:00:00+01:00,SleepSession,2025-12-30,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2026-01-01T17:19:00+01:00,SleepSession,2026-01-01,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-01-02T18:21:00+01:00,SleepSession,2026-01-02,FOLLOWED_BY,
Workout,Cycling_2026-01-06T18:11:00+01:00,SleepSession,2026-01-06,FOLLOWED_BY,
Workout,Yoga_2026-01-07T18:03:00+01:00,SleepSession,2026-01-07,FOLLOWED_BY,
Workout,Yoga_2026-01-08T08:09:00+01:00,SleepSession,2026-01-08,FOLLOWED_BY,
Workout,Yoga_2026-01-09T18:15:00+01:00,SleepSession,2026-01-09,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-01-13T07:00:00+01:00,SleepSession,2026-01-13,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-01-14T07:29:00+01:00,SleepSession,2026-01-14,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-01-19T17:11:00+01:00,SleepSession,2026-01-19,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-01-20T06:13:00+01:00,SleepSession,2026-01-20,FOLLOWED_BY,
Workout,Running_2026-01-21T17:14:00+01:00,SleepSession,2026-01-21,FOLLOWED_BY,
Workout,Cycling_2026-01-23T18:06:00+01:00,SleepSession,2026-01-23,FOLLOWED_BY,
Workout,Yoga_2026-01-24T18:24:00+01:00,SleepSession,2026-01-24,FOLLOWED_BY,
Workout,Running_2026-01-29T18:30:00+01:00,SleepSession,2026-01-29,FOLLOWED_BY,
Workout,Running_2026-01-30T08:24:00+01:00,SleepSession,2026-01-30,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2026-02-03T08:03:00+01:00,SleepSession,2026-02-03,FOLLOWED_BY,
Workout,Running_2026-02-05T07:08:00+01:00,SleepSession,2026-02-05,FOLLOWED_BY,
Workout,Running_2026-02-06T17:19:00+01:00,SleepSession,2026-02-06,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2026-02-07T08:05:00+01:00,SleepSession,2026-02-07,FOLLOWED_BY,
Workout,Running_2026-02-09T07:16:00+01:00,SleepSession,2026-02-09,FOLLOWED_BY,
Workout,Running_2026-02-10T06:15:00+01:00,SleepSession,2026-02-10,FOLLOWED_BY,
Workout,Running_2026-02-14T17:20:00+01:00,SleepSession,2026-02-14,FOLLOWED_BY,
Workout,Yoga_2026-02-16T18:19:00+01:00,SleepSession,2026-02-16,FOLLOWED_BY,
Workout,Yoga_2026-02-17T18:20:00+01:00,SleepSession,2026-02-17,FOLLOWED_BY,
Workout,Yoga_2026-02-18T07:24:00+01:00,SleepSession,2026-02-18,FOLLOWED_BY,
Workout,Yoga_2026-02-20T18:15:00+01:00,SleepSession,2026-02-20,FOLLOWED_BY,
Workout,Yoga_2026-02-21T08:28:00+01:00,SleepSession,2026-02-21,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2026-02-23T08:10:00+01:00,SleepSession,2026-02-23,FOLLOWED_BY,
Workout,Cycling_2026-02-24T06:20:00+01:00,SleepSession,2026-02-24,FOLLOWED_BY,
Workout,Cycling_2026-02-27T06:09:00+01:00,SleepSession,2026-02-27,FOLLOWED_BY,
Workout,Running_2026-02-28T17:19:00+01:00,SleepSession,2026-02-28,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-03-02T17:10:00+01:00,SleepSession,2026-03-02,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-03-05T06:15:00+01:00,SleepSession,2026-03-05,FOLLOWED_BY,
Workout,Cycling_2026-03-09T06:28:00+01:00,SleepSession,2026-03-09,FOLLOWED_BY,
Workout,Yoga_2026-03-11T06:22:00+01:00,SleepSession,2026-03-11,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-03-12T17:25:00+01:00,SleepSession,2026-03-12,FOLLOWED_BY,
Workout,Cycling_2026-03-14T07:02:00+01:00,SleepSession,2026-03-14,FOLLOWED_BY,
Workout,Cycling_2026-03-16T07:02:00+01:00,SleepSession,2026-03-16,FOLLOWED_BY,
Workout,Cycling_2026-03-18T17:13:00+01:00,SleepSession,2026-03-18,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2026-03-19T18:17:00+01:00,SleepSession,2026-03-19,FOLLOWED_BY,
Workout,Running_2026-03-21T18:15:00+01:00,SleepSession,2026-03-21,FOLLOWED_BY,
Workout,Cycling_2026-03-23T08:06:00+01:00,SleepSession,2026-03-23,FOLLOWED_BY,
Workout,Running_2026-03-24T17:25:00+01:00,SleepSession,2026-03-24,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-03-25T06:26:00+01:00,SleepSession,2026-03-25,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2026-03-30T18:09:00+01:00,SleepSession,2026-03-30,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-03-31T17:24:00+01:00,SleepSession,2026-03-31,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2026-04-02T08:18:00+01:00,SleepSession,2026-04-02,FOLLOWED_BY,
Workout,Cycling_2026-04-03T08:13:00+01:00,SleepSession,2026-04-03,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-04-04T07:19:00+01:00,SleepSession,2026-04-04,FOLLOWED_BY,
Workout,HighIntensityIntervalTraining_2026-04-07T08:13:00+01:00,SleepSession,2026-04-07,FOLLOWED_BY,
Workout,Running_2026-04-08T08:24:00+01:00,SleepSession,2026-04-08,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-04-10T08:15:00+01:00,SleepSession,2026-04-10,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-04-11T17:13:00+01:00,SleepSession,2026-04-11,FOLLOWED_BY,
Workout,TraditionalStrengthTraining_2026-04-13T08:14:00+01:00,SleepSession,2026-04-13,FOLLOWED_BY,
